"","Species","Owner","Country.of.Origin","Farm.Name","Lot.Number","Mill","ICO.Number","Company","Altitude","Region","Producer","Number.of.Bags","Bag.Weight","In.Country.Partner","Harvest.Year","Grading.Date","Owner.1","Variety","Processing.Method","Aroma","Flavor","Aftertaste","Acidity","Body","Balance","Uniformity","Clean.Cup","Sweetness","Cupper.Points","Total.Cup.Points","Moisture","Category.One.Defects","Quakers","Color","Category.Two.Defects","Expiration","Certification.Body","Certification.Address","Certification.Contact","unit_of_measurement","altitude_low_meters","altitude_high_meters","altitude_mean_meters"
"113","Arabica","nucoffee","Brazil","fazenda grota funda","","","002/1251/0070","nucoffee","1200m","south of minas","Glaucio Carneiro Pinto",4,"60 kg","NUCOFFEE","2011","December 23rd, 2011","NUCOFFEE","Bourbon","Natural / Dry",8,7.92,7.75,7.75,8,7.75,10,10,10,7.75,84.92,0.11,0,0,"Green",2,"December 22nd, 2012","NUCOFFEE","567f200bcc17a90070cb952647bf88141ad9c80c","aa2ff513ffb9c844462a1fb07c599bce7f3bb53d","m",1200,1200,1200
"114","Arabica","nucoffee","Brazil","sitio claro","","","002/1251/0066","nucoffee","1000 m","south of minas","Ricardo Luiz Ferreira",10,"60 kg","NUCOFFEE","2011","December 3rd, 2011","NUCOFFEE","Catuai","Natural / Dry",8,8,7.75,8,7.5,7.75,10,10,10,7.92,84.92,0.12,0,0,"Green",2,"December 2nd, 2012","NUCOFFEE","567f200bcc17a90070cb952647bf88141ad9c80c","aa2ff513ffb9c844462a1fb07c599bce7f3bb53d","m",1000,1000,1000
"115","Arabica","brian speckman","Kenya","","","","37/00395/0335","","","","",320,"60 kg","Specialty Coffee Association","2009-2010","August 26th, 2010","Brian Speckman","","",8,7.67,7.83,8.17,7.92,7.75,10,10,10,7.58,84.92,0.06,1,0,"",9,"August 26th, 2011","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","m",NA,NA,NA
"116","Arabica","lin, che-hao krude 林哲豪","Taiwan","shi fang yuan 十方源","2016 Tainan Coffee Cupping Event Micro Lot 臺南市咖啡評鑑批次","shi fang yuan 十方源","Taiwan","taiwan coffee laboratory","350","dongshan dist., tainan city 臺南市東山區","Wang Chao Yung 王超永",10,"20 kg","Specialty Coffee Association","2016","May 18th, 2016","Lin, Che-Hao Krude 林哲豪","Typica","Natural / Dry",7.92,7.58,7.83,7.83,7.83,7.83,10,10,10,8,84.83,0,0,0,"Green",0,"May 18th, 2017","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","m",350,350,350
"117","Arabica","kawacom uganda ltd","Uganda","mt.elgon bugisu shamba 2","","kawacom","0","kawacom uganda ltd","1400-1900","eastern","Sipi organic coffee project",1,"60 kg","Uganda Coffee Development Authority","2013","June 30th, 2014","Kawacom Uganda LTD","SL14","Natural / Dry",7.75,7.92,7.67,7.67,8.25,7.75,10,10,10,7.83,84.83,0.12,0,0,"Green",1,"June 30th, 2015","Uganda Coffee Development Authority","188fe373b511e21f614564bf86aa4774270d8e04","b7614767a5343729bbde3a2777c60ce836aed928","m",1400,1900,1650
"118","Arabica","kona pacific farmers cooperative","United States (Hawaii)","","","","220457","kona pacific farmers cooperative","","kona","",14,"100 lbs","Specialty Coffee Association","2012","April 6th, 2012","Kona Pacific Farmers Cooperative","Hawaiian Kona","Natural / Dry",7.67,7.75,7.75,7.75,7.83,8,10,10,10,8.08,84.83,0,3,0,"",15,"April 6th, 2013","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","ft",NA,NA,NA
"119","Arabica","ethiopia commodity exchange","Ethiopia","contact | sidacoop@ethionet.net","","coffee processing and warehouse enterpri","010/0145","","1500-2000 m","sidamo","Sidama Coffee Farmers Coop. Union",300,"6","Ethiopia Commodity Exchange","2009/2010","June 17th, 2010","Ethiopia Commodity Exchange","","",7.75,7.92,7.83,7.92,7.75,7.67,10,10,10,8,84.83,0.1,0,0,"",2,"June 17th, 2011","Ethiopia Commodity Exchange","a176532400aebdc345cf3d870f84ed3ecab6249e","61bbaf6a9f341e5782b8e7bd3ebf76aac89fe24b","m",1500,2000,1750
"120","Arabica","philip schluter","Ethiopia","contact | sidacoop@ethionet.net","","coffee processing and warehouse enterpri","010/0145","","1500-2000 m","sidamo","Sidama Coffee Farmers Coop. Union",300,"6","Ethiopia Commodity Exchange","2009/2010","June 17th, 2010","Philip Schluter","","",7.42,7.92,7.92,8,7.83,7.83,10,10,10,7.92,84.83,0.1,0,0,"",4,"June 17th, 2011","Ethiopia Commodity Exchange","a176532400aebdc345cf3d870f84ed3ecab6249e","61bbaf6a9f341e5782b8e7bd3ebf76aac89fe24b","m",1500,2000,1750
"121","Arabica","松澤宏樹 koju matsuzawa","Thailand","matsuzawa coffee","MCTFHMG15/16","matsuzawa coffee","","matsuzawa coffee","","thailand","Matsuzawa Coffee",50,"50 kg","Specialty Coffee Institute of Asia","2015","June 27th, 2016","松澤宏樹 Koju Matsuzawa","Caturra","Pulped natural / honey",7.75,7.75,7.75,7.75,8,7.75,10,10,10,8,84.75,0.12,0,0,"Green",0,"June 27th, 2017","Specialty Coffee Institute of Asia","726e4891cf2c9a4848768bd34b668124d12c4224","b70da261fcc84831e3e9620c30a8701540abc200","m",NA,NA,NA
"122","Arabica","lydiah mwangi","Kenya","karatina","","sagana","KE 9143","c dorman ltd","1800","nyeri","KARATINA",150,"60 kg","Kenya Coffee Traders Association","2014","June 2nd, 2015","Lydiah Mwangi","SL34","Washed / Wet",7.92,7.83,7.58,7.92,7.75,7.83,10,10,10,7.92,84.75,0.13,0,0,"Green",0,"June 1st, 2016","Kenya Coffee Traders Association","ccba45b89d859740b749878be8c6d16fbdb96c2e","d752c909a015f3c76224b3c5cc520f8a67afda74","m",1800,1800,1800
"123","Arabica","cadexsa","Honduras","cerro bueno","","cadexsa","13-63-174","cadexsa","1450 msnm","marcala","Omar Acosta",275,"1 kg","Instituto Hondureño del Café","2014","April 25th, 2014","CADEXSA","Catuai","Washed / Wet",7.83,7.75,8,7.67,7.67,7.67,10,10,10,8.17,84.75,0.11,0,0,"Green",4,"April 25th, 2015","Instituto Hondureño del Café","b4660a57e9f8cc613ae5b8f02bfce8634c763ab4","7f521ca403540f81ec99daec7da19c2788393880","m",1450,1450,1450
"124","Arabica","the coffee source inc.","El Salvador","several","","la majada cooperative","9-29-1986","","1200 mts","santa ana","Several producers",250,"69 kg","Specialty Coffee Association","2010-2011","August 23rd, 2011","The Coffee Source Inc.","","",7.75,8,8,8.33,7.67,7.92,10,10,9.33,7.75,84.75,0.15,0,0,"",3,"August 22nd, 2012","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","m",1200,1200,1200
"125","Arabica","grounds for health admin","Nicaragua","santa martha","","beneficio atlantic sebaco","1-053-0222","","800-1050m","jinotega","Juan Alvaro Munguia",2,"6","Specialty Coffee Association","2009 - 2010","May 31st, 2010","Grounds for Health Admin","","",7.83,7.58,7.58,7.83,7.75,7.67,10,10,10,8.5,84.75,0.18,0,0,"",2,"May 31st, 2011","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","m",800,1050,925
"126","Arabica","consejo salvadoreño del café","El Salvador","monterrey","1-71","j.j. borja nathan","09-392-69","cafetalera del pacifico","1350","apaneca","J.J. Borja Nathan",150,"69 kg","Salvadoran Coffee Council","2016","June 26th, 2017","Consejo Salvadoreño del Café","Bourbon","Washed / Wet",7.83,7.83,7.5,8,7.83,7.67,10,10,10,8,84.67,0,0,0,"Blue-Green",2,"June 26th, 2018","Salvadoran Coffee Council","3d4987e3b91399dbb3938b5bdf53893b6ef45be1","27b21e368fb8291cbea02c60623fe6c98f84524d","m",1350,1350,1350
"127","Arabica","sanjava coffee","Indonesia","sran temanggung plantation","1","wet hulling","","pt. shriya artha nusantara","1200","temanggung, indonesia","PT. Shriya Artha Nusantara",2,"1 kg","Specialty Coffee Association of Indonesia","2016","November 24th, 2016","SanJava Coffee","Java","Washed / Wet",7.92,7.83,7.75,7.75,7.75,7.75,10,10,10,7.92,84.67,0.12,0,0,"Green",7,"November 24th, 2017","Specialty Coffee Association of Indonesia","99fa73db21b7acd9c9ceb9dd84e409d2077d55c4","36910838db193ebdd61fa1427bac74622114c49a","m",1200,1200,1200
"128","Arabica","松澤宏樹 koju matsuzawa","Japan","ada farm","MCRKPBG 15/16","ada farm","","matsuzawa coffee","170","ada okinawa japan","Taijiro TOKUDA",20,"1 kg","Specialty Coffee Institute of Asia","","November 2nd, 2016","松澤宏樹 Koju Matsuzawa","Mundo Novo","Pulped natural / honey",7.75,7.75,7.75,7.42,8.08,7.83,10,10,10,8.08,84.67,0.12,0,0,"Green",0,"November 2nd, 2017","Specialty Coffee Institute of Asia","726e4891cf2c9a4848768bd34b668124d12c4224","b70da261fcc84831e3e9620c30a8701540abc200","m",170,170,170
"129","Arabica","rodrigo soto","Costa Rica","rio jorco","Tarrazu","rio jorco","5-423-0128","panamerican coffee trading","1150","tarrazu","Johanna",15,"69 kg","Specialty Coffee Association of Costa Rica","2015","October 4th, 2016","Rodrigo Soto","Catuai","Washed / Wet",8.08,7.75,7.67,7.83,7.5,7.92,10,10,10,7.92,84.67,0.1,0,0,"Blue-Green",2,"October 4th, 2017","Specialty Coffee Association of Costa Rica","8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1","5eb2b7129d9714c43825e44dc3bca9423de209e9","m",1150,1150,1150
"130","Arabica","juan luis alvarado romero","Guatemala","san diego buena vista","11/08/0109","san diego buena vista","11/08/0109","waelti schoenfeld exportadores de cafe, s.a.","1600","acatenango","JUAN BOCK",120,"34 kg","Asociacion Nacional Del Café","2015","June 1st, 2016","Juan Luis Alvarado Romero","Bourbon","Washed / Wet",7.75,7.83,7.58,8,7.92,7.75,10,10,10,7.83,84.67,0.1,0,0,"Green",1,"June 1st, 2017","Asociacion Nacional Del Café","b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53","724f04ad10ed31dbb9d260f0dfd221ba48be8a95","m",1600,1600,1600
"131","Arabica","fabian calderon mora","Costa Rica","coopetarrazú","","coopetarrazú","5-114-0171","coopetarrazú.r.l","1750","tarrazu","Coopetarrazú",50,"1 lbs","Specialty Coffee Association of Costa Rica","2014","July 6th, 2015","Fabian Calderon Mora","Caturra","Washed / Wet",8.17,8,7.83,7.17,7.83,7.75,10,10,10,7.92,84.67,0.12,0,0,"Green",0,"July 5th, 2016","Specialty Coffee Association of Costa Rica","8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1","5eb2b7129d9714c43825e44dc3bca9423de209e9","m",1750,1750,1750
"132","Arabica","essencecoffee","Ethiopia","moplaco","","moplaco","33","essence coffee","1900m","yirgacheffe","Moplaco",250,"30 kg","Blossom Valley International","2014","May 23rd, 2015","EssenceCoffee","Ethiopian Yirgacheffe","Washed / Wet",8.08,7.83,7.75,7.83,7.58,7.67,10,10,10,7.92,84.67,0.1,0,0,"",3,"May 22nd, 2016","Blossom Valley International","fc45352eee499d8470cf94c9827922fb745bf815","de73fc9412358b523d3a641501e542f31d2668b0","m",1900,1900,1900
"133","Arabica","essencecoffee","Costa Rica","finca salaca las brisas","","beneficio las brisas","58180422","essence coffee","1750m","costa rica","Maria Elena Castro",20,"69 kg","Blossom Valley International","2014","May 23rd, 2015","EssenceCoffee","Other","Other",7.67,7.58,7.75,7.75,7.67,8.58,10,10,10,7.67,84.67,0.08,0,0,"Green",1,"May 22nd, 2016","Blossom Valley International","fc45352eee499d8470cf94c9827922fb745bf815","de73fc9412358b523d3a641501e542f31d2668b0","m",1750,1750,1750
"134","Arabica","eric thormaehlen","Costa Rica","various","","coricafe sa","5-0048-0052","coricafe s.a.","1200","west valley","CORICAFE BLEND",275,"1 kg","Specialty Coffee Association of Costa Rica","2014","March 5th, 2014","Eric Thormaehlen","Catuai","Washed / Wet",8,7.58,7.83,7.75,7.75,7.75,10,10,10,8,84.67,0.11,0,0,"Green",4,"March 5th, 2015","Specialty Coffee Association of Costa Rica","8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1","5eb2b7129d9714c43825e44dc3bca9423de209e9","m",1200,1200,1200
"135","Arabica","rob tuttle","Costa Rica","","","","5-1106-0011","thrive farmers","","","",1,"2 kg","Specialty Coffee Association","2012","January 3rd, 2014","Rob Tuttle","","Washed / Wet",8.08,7.83,7.75,7.83,7.92,8,10,10,9.33,7.92,84.67,0,1,0,"Green",10,"January 3rd, 2015","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","m",NA,NA,NA
"136","Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","dragon 龍咖啡","","dragon coffee 龍咖","","blossom valley宸嶧國際","1000 m","taichung xinshe 台中市新社區","Gu yong long 古永龍",10,"30 kg","Blossom Valley International","2013/2014","December 26th, 2013","CQI Taiwan ICP CQI台灣合作夥伴","Typica","Washed / Wet",8,7.92,7.75,7.75,7.75,7.75,10,10,10,7.75,84.67,0.11,0,0,"Green",0,"December 26th, 2014","Blossom Valley International","fc45352eee499d8470cf94c9827922fb745bf815","de73fc9412358b523d3a641501e542f31d2668b0","m",1000,1000,1000
"137","Arabica","compañia colombiana agroindustrial s.a","Colombia","","","trilladora agricola","3-79-0543","ecom cca sa","1550","santander","",250,"70 kg","Almacafé","2013","December 20th, 2013","Compañia Colombiana Agroindustrial S.A","Caturra","Washed / Wet",7.75,7.83,7.75,7.83,7.75,7.83,10,10,10,7.92,84.67,0,0,0,"Green",0,"December 20th, 2014","Almacafé","e493c36c2d076bf273064f7ac23ad562af257a25","70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab","m",1550,1550,1550
"138","Arabica","dream together","Kenya","","","","n/a","dream together inc.","2000","nyeri","Sasini",235,"60 kg","Specialty Coffee Institute of Asia","2012","September 16th, 2012","Dream Together","SL28","Washed / Wet",7.75,7.92,7.83,8,7.58,7.75,10,10,10,7.83,84.67,0.11,0,0,"Bluish-Green",0,"September 16th, 2013","Specialty Coffee Institute of Asia","726e4891cf2c9a4848768bd34b668124d12c4224","b70da261fcc84831e3e9620c30a8701540abc200","m",2000,2000,2000
"139","Arabica","juan luis alvarado romero","Guatemala","agropecuaria quiagral","","beneficio ixchel","11/23/1088","unex guatemala, s.a.","4300","oriente","AGROPECUARIA QUIAGRAL",250,"1 kg","Asociacion Nacional Del Café","2012","July 17th, 2012","Juan Luis Alvarado Romero","Bourbon","Washed / Wet",8,7.83,7.67,7.83,7.67,8,10,10,10,7.67,84.67,0.11,0,0,"Green",4,"July 17th, 2013","Asociacion Nacional Del Café","b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53","724f04ad10ed31dbb9d260f0dfd221ba48be8a95","ft",1310.64,1310.64,1310.64
"140","Arabica","juan luis alvarado romero","Guatemala","valparaiso","","beneficio valparaiso","11/1886/02","sertrasa","5000","acatenango","SERTRASA",125,"1 kg","Asociacion Nacional Del Café","2012","July 3rd, 2012","Juan Luis Alvarado Romero","Bourbon","Washed / Wet",7.67,7.83,7.67,8,7.67,7.83,10,10,10,8,84.67,0.12,0,0,"Green",4,"July 3rd, 2013","Asociacion Nacional Del Café","b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53","724f04ad10ed31dbb9d260f0dfd221ba48be8a95","ft",1524,1524,1524
"141","Arabica","organizaciones de productores de cafe colimense","Mexico","el nogal, la higuera, los laureles","","cafetaleros de el remudadero s.p.r. de r.l.","703816889, 108282,703816891","organizaciones de productores de cafe colimense sa de cv","1200","el remudadero","JORGE TORRES BELTRAN, VICENTE HERNANDEZ OCHOA, IGNACIO TORRES",80,"1 kg","AMECAFE","2012","July 2nd, 2012","ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE","Typica","Washed / Wet",7.83,7.58,7.67,7.92,7.92,7.83,10,10,10,7.92,84.67,0.13,0,0,"",3,"July 2nd, 2013","AMECAFE","59e396ad6e22a1c22b248f958e1da2bd8af85272","0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7","m",1200,1200,1200
"142","Arabica","afca","Uganda","","","ugacof","x","ugacof ltd","1700-1850m","mbale","",320,"60 kg","Africa Fine Coffee Association","2012","February 13th, 2012","AFCA","Other","Washed / Wet",7.92,7.83,7.75,7.92,7.67,7.75,10,10,10,7.83,84.67,0.11,0,0,"Blue-Green",3,"February 12th, 2013","Africa Fine Coffee Association","073285c0d45e2f5539012d969937e529564fa6fe","c4ab13415cdd69376a93780c0166e7b1a10481ea","m",1700,1850,1775
"143","Arabica","benjamin schmerler","Peru","","","","","","","penachi, cecanor","CECANOR",1,"60 kg","Specialty Coffee Association","","June 14th, 2011","Benjamin Schmerler","","",7.67,7.83,7.75,7.75,7.92,7.83,10,10,10,7.92,84.67,0,0,0,"",3,"June 13th, 2012","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","m",NA,NA,NA
"144","Arabica","ethiopia commodity exchange","Ethiopia","contact | sidacoop@ethionet.net","","coffee processing and warehouse enterpri","010/0145","","1500-2000 m","sidamo","Sidama Coffee Farmers Coop. Union",300,"6","Ethiopia Commodity Exchange","2009/2010","June 17th, 2010","Ethiopia Commodity Exchange","","",7.42,7.75,7.75,8,8,7.92,10,10,10,7.83,84.67,0.2,0,0,"",3,"June 17th, 2011","Ethiopia Commodity Exchange","a176532400aebdc345cf3d870f84ed3ecab6249e","61bbaf6a9f341e5782b8e7bd3ebf76aac89fe24b","m",1500,2000,1750
"145","Arabica","jungle estate","Kenya","jungle estate","10NG0093","nkg mills","","keremara limited","1754","nyeri","JUNGLE ESTATE",66,"60 kg","Kenya Coffee Traders Association","","January 11th, 2018","Jungle Estate","SL34","Washed / Wet",7.92,7.75,7.83,7.75,7.58,7.92,10,10,10,7.83,84.58,0.11,0,0,"Blue-Green",5,"January 11th, 2019","Kenya Coffee Traders Association","ccba45b89d859740b749878be8c6d16fbdb96c2e","d752c909a015f3c76224b3c5cc520f8a67afda74","m",1754,1754,1754
"146","Arabica","racafe & cia s.c.a","Colombia","","3-37-1724","bucaramanga","3-37-1724","racafe & cia s.c.a","1500","santander","",250,"70 kg","Almacafé","2016","January 10th, 2017","Racafe & Cia S.C.A","Other","Washed / Wet",7.83,7.67,7.58,7.92,7.67,7.83,10,10,10,8.08,84.58,0,0,0,"Blue-Green",4,"January 10th, 2018","Almacafé","e493c36c2d076bf273064f7ac23ad562af257a25","70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab","m",1500,1500,1500
"147","Arabica","racafe & cia s.c.a","Colombia","","3-37-1291","bachue","3-37-1291","racafe & cia s.c.a","","huila","La Plata",125,"70 kg","Almacafé","2016","December 28th, 2016","Racafe & Cia S.C.A","Caturra","Washed / Wet",7.92,7.83,7.58,8,7.83,7.67,10,10,10,7.75,84.58,0,0,1,"Green",5,"December 28th, 2017","Almacafé","e493c36c2d076bf273064f7ac23ad562af257a25","70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab","m",NA,NA,NA
"148","Arabica","daniel magu","Kenya","blend","","sagana","KE 3127","c dorman ltd","1800","nyeri","BLEND",100,"60 kg","Kenya Coffee Traders Association","2013","July 21st, 2014","Daniel Magu","Peaberry","Washed / Wet",7.83,7.83,7.83,7.75,7.58,7.83,10,10,10,7.92,84.58,0.1,0,0,"Bluish-Green",2,"July 21st, 2015","Kenya Coffee Traders Association","ccba45b89d859740b749878be8c6d16fbdb96c2e","d752c909a015f3c76224b3c5cc520f8a67afda74","m",1800,1800,1800
"149","Arabica","juan luis alvarado romero","Guatemala","el morito","","el morito","11/972/26","armajaro guatemala, s. a.","5000 ft.","jalapa","ROBERTO MONTERROSO",250,"69 kg","Asociacion Nacional Del Café","2014","May 29th, 2014","Juan Luis Alvarado Romero","Pacas","Washed / Wet",7.75,7.83,7.67,7.92,7.75,7.83,10,10,10,7.83,84.58,0.11,0,0,"Green",1,"May 29th, 2015","Asociacion Nacional Del Café","b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53","724f04ad10ed31dbb9d260f0dfd221ba48be8a95","ft",1524,1524,1524
"150","Arabica","juan luis alvarado romero","Guatemala","el papaturro","","beneficio ixchel","11-23-0291","unex guatemala, s.a.","4000 psn","oriente","AMILCAR LAPOLA",250,"69 kg","Asociacion Nacional Del Café","2014","March 24th, 2014","Juan Luis Alvarado Romero","Bourbon","Washed / Wet",8,7.92,7.67,7.58,7.58,7.67,10,10,10,8.17,84.58,0.09,0,0,"Green",0,"March 24th, 2015","Asociacion Nacional Del Café","b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53","724f04ad10ed31dbb9d260f0dfd221ba48be8a95","ft",1219.2,1219.2,1219.2
"151","Arabica","compañia colombiana agroindustrial s.a","Colombia","","","trilladora agricola","3-79-0542","ecom cca sa","1550","santander","",250,"70 kg","Almacafé","2013","December 20th, 2013","Compañia Colombiana Agroindustrial S.A","Caturra","Washed / Wet",7.67,7.67,7.58,7.75,7.58,8.5,10,10,10,7.83,84.58,0,0,0,"",0,"December 20th, 2014","Almacafé","e493c36c2d076bf273064f7ac23ad562af257a25","70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab","m",1550,1550,1550
"152","Arabica","racafe & cia s.c.a","Colombia","","","","3-37-0930","racafe & cia s.c.a","1600 a 1900 msnm","huila","La Plata",75,"70 kg","Almacafé","2013","December 6th, 2013","Racafe & Cia S.C.A","Caturra","Washed / Wet",7.75,7.75,7.83,7.75,7.58,8,10,10,10,7.92,84.58,0,0,0,"",5,"December 6th, 2014","Almacafé","e493c36c2d076bf273064f7ac23ad562af257a25","70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab","m",1600,1900,1750
"153","Arabica","taylor winch (coffee) ltd.","Kenya","","","","","taylor winch (coffee) ltd","","","changeru wet mill",11,"660 kg","Kenya Coffee Traders Association","2013","August 30th, 2013","Taylor Winch (Coffee) Ltd.","SL28","Washed / Wet",7.75,7.75,7.75,8.08,7.75,7.75,10,10,10,7.75,84.58,0,0,0,"Green",0,"August 30th, 2014","Kenya Coffee Traders Association","ccba45b89d859740b749878be8c6d16fbdb96c2e","d752c909a015f3c76224b3c5cc520f8a67afda74","m",NA,NA,NA
"154","Arabica","exportadora de cafe condor s.a","Colombia","","","trilladora boananza","3-68-0224","exportadora de cafe condor s.a","1750 msnm","huila","",250,"70 kg","Almacafé","2012","July 17th, 2013","Exportadora de Cafe Condor S.A","Caturra","Washed / Wet",7.67,7.83,7.83,8,7.58,7.92,10,10,10,7.75,84.58,0,0,0,"Green",2,"July 17th, 2014","Almacafé","e493c36c2d076bf273064f7ac23ad562af257a25","70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab","m",1750,1750,1750
"155","Arabica","lusso lab","Costa Rica","la chaparral","","","","lusso coffee lab","1450 ~ 1700 m","tres rios","",1,"1 kg","Specialty Coffee Association","2012","March 12th, 2013","LUSSO LAB","Bourbon","Semi-washed / Semi-pulped",7.75,7.83,7.75,8,7.83,7.67,10,10,10,7.75,84.58,0.12,0,0,"Bluish-Green",2,"March 12th, 2014","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","m",1450,1700,1575
"156","Arabica","exportadora de cafe condor s.a","Colombia","various","","trilladora boananza","3-68-0005","exportadora de cafe condor s.a","1800 msnm","huila","varios",250,"70 kg","Almacafé","2012","October 9th, 2012","Exportadora de Cafe Condor S.A","Caturra","Washed / Wet",7.42,7.67,7.75,7.75,8.08,7.83,10,10,10,8.08,84.58,0.11,0,0,"Green",6,"October 9th, 2013","Almacafé","e493c36c2d076bf273064f7ac23ad562af257a25","70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab","m",1800,1800,1800
"157","Arabica","nucoffee","Brazil","fazenda recreio","","","002/1251/0069","nucoffee","1300m","vale da grama","Homero Texeira de Macedo Junior",37,"60 kg","NUCOFFEE","2011","December 23rd, 2011","NUCOFFEE","Bourbon","Semi-washed / Semi-pulped",8,8,7.75,7.75,7.58,7.75,10,10,10,7.75,84.58,0.12,0,0,"Green",2,"December 22nd, 2012","NUCOFFEE","567f200bcc17a90070cb952647bf88141ad9c80c","aa2ff513ffb9c844462a1fb07c599bce7f3bb53d","m",1300,1300,1300
"158","Arabica","nucoffee","Brazil","fazenda vista alegre","","","002/1251/0076","nucoffee","1100m","mountains of minas gerais","Geraldo Paixão",35,"60 kg","NUCOFFEE","2011","December 3rd, 2011","NUCOFFEE","Catuai","Semi-washed / Semi-pulped",8.5,8,7.5,7.75,7.5,7.83,10,10,10,7.5,84.58,0.11,0,0,"Blue-Green",1,"December 2nd, 2012","NUCOFFEE","567f200bcc17a90070cb952647bf88141ad9c80c","aa2ff513ffb9c844462a1fb07c599bce7f3bb53d","m",1100,1100,1100
"159","Arabica","max gurdian","Costa Rica","","S015.367","beneficio santo domingo - beneficio dosmil","5-0015-0029","beneficios volcafé costa rica","1200","valle central","Various",275,"18975 kg","Specialty Coffee Association of Costa Rica","2017 / 2018","November 28th, 2017","Max Gurdian","Caturra","Washed / Wet",7.92,7.67,7.92,7.75,7.67,7.58,10,10,10,8,84.5,0.1,0,0,"Bluish-Green",2,"November 28th, 2018","Specialty Coffee Association of Costa Rica","8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1","5eb2b7129d9714c43825e44dc3bca9423de209e9","m",1200,1200,1200
"160","Arabica","ecom japan limited","Uganda","kawacom sipi project","035/170/5071146⁠⁠⁠⁠","kawacom","035/170/5071146⁠⁠⁠⁠","kawacom uganda ltd","1750","eastern uganda","Kawacom Uganda Ltd",200,"12000 kg","Uganda Coffee Development Authority","2016","March 14th, 2017","ECOM Japan Limited","SL14","Washed / Wet",7.92,7.75,7.67,7.75,7.83,7.75,10,10,10,7.83,84.5,0.11,0,0,"Green",1,"March 14th, 2018","Uganda Coffee Development Authority","188fe373b511e21f614564bf86aa4774270d8e04","b7614767a5343729bbde3a2777c60ce836aed928","m",1750,1750,1750
"161","Arabica","yunnan coffee exchange","China","menglian ban’an coffee processing factory","YNC-16018","menglian ban’an coffee processing factory","","yunnan coffee exchange","1680","yunnan","Menglian Ban’an Coffee Processing Factory",3,"60 kg","Yunnan Coffee Exchange","2015","April 6th, 2016","Yunnan Coffee Exchange","Catimor","Washed / Wet",7.75,7.92,7.67,7.83,7.75,7.67,10,10,10,7.92,84.5,0.1,0,0,"Green",1,"April 6th, 2017","Yunnan Coffee Exchange","683fa6014608fc10ff681b0435b0b2dbe6df988f","f6d87a6c04653c569d4911a66f89d5e30ce83b93","m",1680,1680,1680
"162","Arabica","fabian calderon mora","Costa Rica","coopetarrazú","","coopetarrazú","5-114-0170","coopetarrazú.r.l","1700","tarrazu","Coopetarrazú",250,"1 lbs","Specialty Coffee Association of Costa Rica","2014","July 6th, 2015","Fabian Calderon Mora","Caturra","Washed / Wet",7.92,7.83,7.83,7.83,7.58,7.58,10,10,10,7.92,84.5,0.11,0,0,"Green",0,"July 5th, 2016","Specialty Coffee Association of Costa Rica","8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1","5eb2b7129d9714c43825e44dc3bca9423de209e9","m",1700,1700,1700
